L/R,p_x,p_y,p_z,v_x,v_y,v_z,a_x,a_y,a_z,t
L,-0.05456473,1.419532,0.0394766,0.01116625,-0.02015431,0.002184238,-0.3082885,0.8560988,-0.02181239,4.748722
L,-0.05452351,1.419306,0.03974186,0.002624171,-0.01438396,0.01689,-0.5439044,0.367419,0.936368,4.764427
L,-0.05447736,1.419177,0.03990469,0.001770475,-0.004962132,0.00624697,-0.03275153,0.3614627,-0.4083136,4.790493
L,-0.05434766,1.418387,0.03963644,0.008527715,-0.05193441,-0.01763715,0.4442864,-3.088413,-1.570374,4.805702
L,-0.05421023,1.41773,0.03940975,0.005262539,-0.02516981,-0.008680508,-0.1250287,1.024858,0.3429639,4.831818
L,-0.05326318,1.417182,0.03900896,0.06113339,-0.03535151,-0.02587157,3.606552,-0.6572455,-1.10971,4.847309
L,-0.05264309,1.416847,0.03875917,0.0232685,-0.01259215,-0.009373099,-1.42085,0.8540269,0.6190919,4.873959
L,-0.05111757,1.415646,0.03897763,0.09849907,-0.07752463,0.01410507,4.85745,-4.192527,1.515927,4.889446
L,-0.05024572,1.414957,0.0391071,0.03142874,-0.02483412,0.00466741,-2.417778,1.899409,-0.3402127,4.917187
L,-0.04874172,1.414455,0.03974997,0.09953664,-0.03323814,0.04254568,4.507467,-0.5561881,2.506832,4.932297
L,-0.04737811,1.415061,0.04112989,0.05269968,0.02344556,0.05333013,-1.810118,2.190666,0.4167889,4.958172
L,-0.04683664,1.415666,0.04204282,0.01971175,0.02199347,0.03323404,-1.200887,-0.05286158,-0.7315745,4.985641
L,-0.04630828,1.416477,0.04395305,0.0191148,0.02936965,0.06910777,-0.02159637,0.2668536,1.297831,5.013283
L,-0.0461803,1.417063,0.04627426,0.004600141,0.02106472,0.08343524,-0.5217237,-0.2985175,0.5149951,5.041103
L,-0.04688627,1.418242,0.04934755,-0.02550164,0.04256235,0.1110159,-1.087364,0.7765573,0.9962948,5.068787
L,-0.04730839,1.418565,0.05107567,-0.01553493,0.01190685,0.06359913,0.3667999,-1.128198,-1.745055,5.095959
L,-0.04741258,1.418159,0.0513236,-0.007141034,-0.02785948,0.01699219,0.5752701,-2.72536,-3.194178,5.11055
L,-0.04748058,1.417896,0.05150697,-0.002486216,-0.009614714,0.006704095,0.1701858,0.6670509,-0.3761453,5.137901
L,-0.04849557,1.418804,0.05387473,-0.03712464,0.03322956,0.08660448,-1.266953,1.567095,2.922479,5.165241
L,-0.05365453,1.416382,0.05457779,-0.3334296,-0.1565505,0.04543977,-19.15054,-12.26571,-2.660523,5.180714
L,-0.05829247,1.41433,0.05504011,-0.1752895,-0.07756182,0.01747323,5.97686,2.985353,-1.056987,5.207172
L,-0.06527844,1.410531,0.05575239,-0.4504012,-0.2449198,0.04592197,-17.73706,-10.78994,1.834153,5.222683
L,-0.06861313,1.408381,0.05612384,-0.128649,-0.08293782,0.0143301,12.41286,6.249094,-1.218781,5.248604
L,-0.0777219,1.400994,0.05151575,-0.3207265,-0.2601075,-0.1622542,-6.763192,-6.238275,-6.217664,5.277004
L,-0.1044336,1.420037,0.06310968,-0.9759321,0.6957579,0.4235929,-23.93843,34.92326,21.40436,5.304375
L,-0.1172536,1.423811,0.06364875,-0.4604318,0.1355451,0.0193608,18.51422,-20.12007,-14.51802,5.332218
L,-0.1248685,1.414244,0.05682769,-0.4916713,-0.6177263,-0.4404191,-2.017061,-48.63684,-29.68683,5.347706
L,-0.1293351,1.409053,0.05386949,-0.1722157,-0.2001351,-0.1140572,12.31701,16.10075,12.5833,5.373642
L,-0.1315848,1.402099,0.04898905,-0.1505991,-0.4655659,-0.3267053,1.447053,-17.76841,-14.23505,5.38858
L,-0.1306846,1.399014,0.04639046,0.0332232,-0.1138251,-0.09590372,6.784163,12.98138,8.517985,5.415676
L,-0.1492727,1.410876,0.05679402,-0.6702572,0.4276952,0.3751349,-25.36632,19.52631,16.98486,5.443409
L,-0.1647604,1.411842,0.06408671,-0.5526828,0.03448305,0.2602418,4.195672,-14.03188,-4.099989,5.471432
L,-0.1773424,1.409316,0.06595027,-0.8137886,-0.1633512,0.1205328,-16.88806,-12.79572,-9.036238,5.486893
L,-0.1834129,1.407011,0.06539944,-0.2346792,-0.08914153,-0.02129428,22.38756,2.868843,-5.482838,5.51276
L,-0.1972458,1.406244,0.06738092,-0.4948411,-0.02741198,0.07088341,-9.306752,2.208247,3.297465,5.540714
L,-0.2111794,1.407119,0.06907213,-0.8893667,0.05583455,0.1079478,-25.18201,5.313508,2.36577,5.556381
L,-0.2185348,1.408213,0.06986172,-0.2888653,0.04296817,0.03100919,23.5832,-0.5052952,-3.021574,5.581844
L,-0.2242199,1.404177,0.06509622,-0.3859923,-0.2740223,-0.3235556,-6.594476,-21.52218,-24.0733,5.596573
L,-0.2284284,1.402536,0.06346194,-0.1570642,-0.06124537,-0.06099345,8.543871,7.941086,9.799129,5.623367
L,-0.2394845,1.397121,0.06115112,-0.7561412,-0.3703366,-0.1580396,-40.97168,-21.13916,-6.637113,5.637989
L,-0.2453488,1.39486,0.06024041,-0.2126853,-0.08199883,-0.03302951,19.70998,10.45739,4.533845,5.665562
L,-0.2649385,1.393382,0.0583777,-1.396231,-0.1053647,-0.1327623,-84.35544,-1.665366,-7.108308,5.679592
L,-0.274467,1.392177,0.05705437,-0.3428738,-0.04336822,-0.04761858,37.90407,2.230885,3.063818,5.707382
L,-0.2923567,1.391241,0.05529508,-1.263043,-0.06606013,-0.1242089,-64.9655,-1.602086,-5.407402,5.721546
L,-0.3016708,1.391111,0.05446569,-0.3362646,-0.004708373,-0.02994366,33.45951,2.214983,3.403258,5.749245
L,-0.3168707,1.388187,0.05002345,-1.086607,-0.2090265,-0.3175636,-53.63993,-14.60615,-20.56118,5.763233
L,-0.324888,1.386743,0.04807494,-0.2888885,-0.05203608,-0.07021182,28.7446,5.656919,8.912961,5.790985
L,-0.3434885,1.384269,0.04895196,-1.295779,-0.1722944,0.06109653,-70.14356,-8.377622,9.147408,5.80534
L,-0.3526223,1.382942,0.04887989,-0.332551,-0.04831163,-0.002623969,35.07005,4.514074,-2.319993,5.832806
L,-0.3691252,1.380812,0.04258011,-1.109838,-0.1432545,-0.4236663,-52.27325,-6.384996,-28.31547,5.847675
L,-0.378528,1.379517,0.04061532,-0.3528823,-0.04861757,-0.07373739,28.40822,3.551684,13.13268,5.874321
L,-0.3992188,1.374403,0.03633492,-1.329078,-0.3284887,-0.2749527,-62.70618,-17.97759,-12.92511,5.889889
L,-0.4104264,1.37074,0.03368507,-0.4297835,-0.1404741,-0.1016152,34.48577,7.209903,6.647072,5.915966
L,-0.4341159,1.365912,0.03101611,-1.61342,-0.3288029,-0.181775,-80.614,-12.82652,-5.459444,5.930649
L,-0.4452863,1.363486,0.02946156,-0.4155348,-0.0902556,-0.05782859,44.56059,8.873812,4.610728,5.957531
L,-0.4538563,1.354869,0.02413161,-0.5683223,-0.5714173,-0.3534565,-10.13214,-31.90833,-19.60462,5.97261
L,-0.4604713,1.351008,0.02160364,-0.2461758,-0.1436817,-0.09407892,11.98875,15.91827,9.652792,5.999481
L,-0.4662663,1.342846,0.006548293,-0.4082593,-0.5750554,-1.060647,-11.41876,-30.39023,-68.09464,6.013676
L,-0.4711355,1.337299,0.00204111,-0.1769858,-0.2016171,-0.1638285,8.406399,13.57385,32.59785,6.041187
L,-0.4853486,1.327634,-0.001883424,-0.9799777,-0.6664091,-0.2705926,-55.36546,-32.04694,-7.361271,6.055691
L,-0.4942192,1.322525,-0.002784078,-0.3266916,-0.188141,-0.03316958,24.05943,17.61381,8.743891,6.082844
L,-0.504663,1.31442,-0.007085237,-0.7050666,-0.5471929,-0.2903742,-25.54436,-24.23984,-17.36406,6.097656
L,-0.5109937,1.310117,-0.009626334,-0.2339719,-0.1590344,-0.09391418,17.41078,14.34561,7.260794,6.124714
L,-0.5159028,1.300679,-0.01551219,-0.3437208,-0.6607655,-0.4121107,-7.6843,-35.12975,-22.2792,6.138996
L,-0.5201042,1.295868,-0.01859507,-0.1557352,-0.1783618,-0.1142757,6.968226,17.88168,11.04011,6.165974
L,-0.5254689,1.290193,-0.02053467,-0.3582129,-0.3789003,-0.1295097,-13.51969,-13.39021,-1.017194,6.18095
L,-0.5293866,1.289056,-0.02773806,-0.1456922,-0.04227993,-0.2678855,7.903393,12.51851,-5.146034,6.20784
L,-0.537213,1.282092,-0.03355077,-0.5033504,-0.4478809,-0.3738387,-23.00244,-26.08583,-6.814277,6.223389
L,-0.5417151,1.276799,-0.03441012,-0.1733299,-0.203779,-0.03308466,12.70567,9.397833,13.11891,6.249363
L,-0.5566139,1.268869,-0.03840674,-1.066819,-0.5678264,-0.286176,-63.97784,-26.06742,-18.12247,6.263329
L,-0.5635663,1.264619,-0.04081978,-0.2535145,-0.1549677,-0.0879906,29.65683,15.05473,7.226752,6.290752
L,-0.5643196,1.255043,-0.04177855,-0.04849429,-0.6164968,-0.06172297,13.19863,-29.71196,1.691037,6.306286
L,-0.5664846,1.250257,-0.04296932,-0.08232476,-0.181988,-0.04527899,-1.286402,16.52218,0.6252818,6.332584
L,-0.572078,1.247365,-0.04544833,-0.3795747,-0.1962691,-0.1682256,-20.17144,-0.9691211,-8.343183,6.347321
L,-0.5735205,1.246758,-0.04851266,-0.05259258,-0.02210535,-0.1117243,11.92161,6.349928,2.060009,6.374748
L,-0.5762489,1.244262,-0.05303515,-0.1855342,-0.169739,-0.3075338,-9.040169,-10.03924,-13.31525,6.389454
L,-0.5777705,1.242311,-0.05499996,-0.05656197,-0.07253262,-0.07303793,4.794285,3.613452,8.716916,6.416355
L,-0.5836238,1.235868,-0.05854274,-0.3920262,-0.4315678,-0.2372812,-22.46805,-24.04673,-11.00036,6.431286
L,-0.5870366,1.232257,-0.06065757,-0.1272604,-0.1346239,-0.07886041,9.87294,11.07284,5.907407,6.458103
L,-0.5892965,1.229821,-0.06506116,-0.1480354,-0.159553,-0.2884495,-1.360827,-1.632937,-13.72877,6.47337
L,-0.5910803,1.227968,-0.06746845,-0.06896894,-0.07166759,-0.0930762,3.057049,3.39803,7.553974,6.499233
L,-0.5978765,1.214085,-0.07018513,-0.4802139,-0.9809299,-0.1919574,-29.05806,-64.24734,-6.986826,6.513386
L,-0.6012088,1.20835,-0.07188084,-0.1190421,-0.2048796,-0.06057775,12.90256,27.72376,4.693431,6.541378
L,-0.6075726,1.207536,-0.07573509,-0.436478,-0.05587716,-0.2643561,-21.77234,10.2198,-13.97679,6.555958
L,-0.6104847,1.20572,-0.07814457,-0.1068726,-0.06661242,-0.08842628,12.09633,-0.3939777,6.456525,6.583206
L,-0.6134075,1.203141,-0.08169986,-0.2002622,-0.1767267,-0.2435959,-6.398728,-7.54464,-10.63168,6.597801
L,-0.6154498,1.201172,-0.0838131,-0.07563083,-0.07290489,-0.07825606,4.615251,3.844647,6.122737,6.624805
L,-0.6184195,1.185212,-0.08935884,-0.1999663,-1.074726,-0.3734347,-8.37241,-67.45986,-19.87653,6.639656
L,-0.6203294,1.178698,-0.09205453,-0.07075634,-0.2413175,-0.09986718,4.78683,30.8752,10.13483,6.666649
L,-0.6192687,1.181448,-0.09426628,0.0695813,0.1804226,-0.1450943,9.206374,27.66682,-2.966973,6.681892
L,-0.6195721,1.182253,-0.0940112,-0.01159517,0.03075795,0.009748825,-3.102482,-5.720031,5.917948,6.708057
L,-0.6203021,1.182969,-0.09343213,-0.0506778,0.04971365,0.04020148,-2.713262,1.315976,2.114137,6.722462
L,-0.6204067,1.182768,-0.09324757,-0.003791805,-0.007311533,0.006686133,1.698574,-2.065894,-1.214186,6.750065
L,-0.6197907,1.182541,-0.09310956,0.04263051,-0.01569925,0.009551132,3.212601,-0.5804617,0.1982688,6.764515
L,-0.6192635,1.182133,-0.09309167,0.01953898,-0.01511698,0.000662914,-0.855712,0.02157739,-0.3293742,6.7915
L,-0.6188367,1.182141,-0.09297886,0.03001744,0.0005785484,0.007934079,0.7370179,1.103968,0.511428,6.805717
L,-0.6186553,1.182072,-0.09296931,0.006775285,-0.002564103,0.00035696,-0.8679191,-0.1173543,-0.2829482,6.832497
L,-0.618444,1.183046,-0.09252943,0.01371008,0.0631886,0.02854928,0.4500901,4.26756,1.829772,6.847904
L,-0.6183255,1.183763,-0.09222802,0.004545288,0.02751866,0.01156185,-0.3515503,-1.368256,-0.6516175,6.873974
L,-0.6173403,1.18507,-0.09088846,0.06536715,0.08668692,0.08887831,4.035456,3.925741,5.129852,6.889046
L,-0.6165504,1.186722,-0.08943935,0.02929577,0.06126203,0.05374548,-1.337846,-0.94298,-1.303036,6.916008
L,-0.6150469,1.1878,-0.08881034,0.1012174,0.07261171,0.0423453,4.841764,0.7640606,-0.76746,6.930862
L,-0.6144137,1.188241,-0.08856307,0.02354276,0.01637622,0.009193067,-2.88781,-2.090738,-1.232543,6.95776
L,-0.6135541,1.189997,-0.08702987,0.06664541,0.1361561,0.118876,3.34194,9.287067,8.50421,6.970657
L,-0.6130944,1.190948,-0.08620182,0.02733666,0.05657328,0.04924418,-2.337693,-4.732795,-4.14101,6.987473
L,-0.6140177,1.193044,-0.08518092,-0.03580113,0.08127312,0.03958892,-2.448401,0.9578277,-0.3744185,7.01326
L,-0.6147596,1.195012,-0.08374321,-0.05405781,0.1433696,0.1047489,-1.33015,4.52424,4.747446,7.026985
L,-0.614644,1.194961,-0.08338822,0.00409573,-0.001790299,0.01257405,2.059803,-5.141574,-3.264842,7.055218
L,-0.6143921,1.194966,-0.08320242,0.01819043,0.0003873967,0.01341738,1.017862,0.1572644,0.06090165,7.069065
L,-0.6142404,1.194988,-0.08308115,0.005430979,0.0007725007,0.004341849,-0.4568168,0.01378759,-0.3249242,7.096996
L,-0.6135954,1.194684,-0.08247101,0.04646709,-0.02191536,0.04395309,2.956134,-1.634374,2.85349,7.110878
L,-0.6131181,1.194478,-0.08200306,0.01700992,-0.00733245,0.01667617,-1.049758,0.5196877,-0.9720611,7.138939
L,-0.6128026,1.19432,-0.08184285,0.02333169,-0.01165703,0.01185047,0.4676107,-0.3198819,-0.3569499,7.152458
L,-0.6126245,1.194422,-0.08178119,0.006308676,0.003583851,0.002183448,-0.6027935,0.5396872,-0.342314,7.180698
L,-0.6122608,1.194567,-0.08181949,0.02605305,0.01043659,-0.002744197,1.414559,0.4909553,-0.3530343,7.194656
L,-0.6119902,1.194608,-0.08195697,0.00970631,0.001444938,-0.004930104,-0.5862108,-0.3224499,-0.07838885,7.222542
L,-0.6104342,1.193619,-0.08235286,0.1135826,-0.07218567,-0.02890038,7.582995,-5.375055,-1.749837,7.23624
L,-0.6094077,1.192961,-0.0826108,0.03755364,-0.02407201,-0.009435834,-2.781263,1.760077,0.7120448,7.263577
L,-0.6073051,1.192736,-0.08281115,0.1493286,-0.01593403,-0.01422961,7.938536,0.5779793,-0.3404658,7.277657
L,-0.6062102,1.192612,-0.08291377,0.03929782,-0.004453895,-0.003682967,-3.949057,0.4120274,0.3785239,7.305519
L,-0.6060769,1.193119,-0.08350255,0.009319152,0.03540111,-0.04116983,-2.096219,2.786809,-2.621221,7.31982
L,-0.605987,1.193229,-0.08341415,0.003256197,0.004009287,0.003200363,-0.2194955,-1.13647,1.606322,7.347443
L,-0.6060786,1.193258,-0.08349328,-0.006221665,0.001959197,-0.005373624,-0.6436696,-0.1392277,-0.5822847,7.362167
L,-0.6063066,1.193183,-0.08374863,-0.0084664,-0.002797054,-0.009480166,-0.0833372,-0.1765788,-0.1524579,7.389103
L,-0.6068395,1.193418,-0.08346224,-0.0362771,0.01600234,0.01949524,-1.893121,1.279706,1.972404,7.403793
L,-0.6073024,1.193626,-0.08319362,-0.01720966,0.007734929,0.009988365,0.708995,-0.3074115,-0.3534994,7.430687
L,-0.6077334,1.193746,-0.08279631,-0.0287785,0.008007514,0.02652837,-0.7724655,0.01820085,1.104397,7.445663
L,-0.6079631,1.193809,-0.08256964,-0.008680806,0.00237855,0.008565933,0.7594765,-0.2127143,-0.6787871,7.472126
L,-0.6078064,1.193883,-0.08226036,0.01049923,0.004977947,0.02072979,1.285587,0.1742307,0.8153114,7.487045
L,-0.607735,1.193865,-0.08211206,0.002679785,-0.000674975,0.005561,-0.2932086,-0.2119696,-0.5687896,7.513714
L,-0.6075649,1.193783,-0.08189718,0.01200596,-0.005765217,0.01517052,0.6584435,-0.3593796,0.6784478,7.527878
L,-0.6074368,1.193711,-0.08180343,0.004350395,-0.002452409,0.003182617,-0.2598886,0.1124622,-0.4069614,7.557335
L,-0.606933,1.193419,-0.08177976,0.01957061,-0.01133669,0.0009195433,0.5912699,-0.3451336,-0.08791514,7.583076
L,-0.6065484,1.193205,-0.08167847,0.02794571,-0.01557303,0.007359947,0.6085037,-0.3077968,0.467936,7.59684
L,-0.6065922,1.193241,-0.08156746,-0.001569118,0.001293722,0.003975899,-1.05713,0.6041151,-0.1212061,7.62476
L,-0.6063512,1.193283,-0.08170671,0.01688636,0.002965451,-0.009757794,1.293235,0.1171435,-0.9623644,7.63903
L,-0.6062032,1.19331,-0.08179905,0.005407984,0.0009583217,-0.003374,-0.4194296,-0.07334217,0.2332692,7.666397
L,-0.6059724,1.193193,-0.08143635,0.01637791,-0.008282011,0.02573853,0.7784788,-0.6557385,2.065965,7.680489
L,-0.605826,1.193116,-0.08120253,0.005231043,-0.002733683,0.008351944,-0.3981584,0.1981824,-0.6210367,7.708485
L,-0.6055778,1.192848,-0.08107265,0.0171131,-0.01849842,0.008957347,0.8194708,-1.087248,0.04175286,7.722984
L,-0.605481,1.192846,-0.08105066,0.0035596,-6.571569E-05,0.000808303,-0.4981028,0.6774181,-0.2994845,7.750195
L,-0.605387,1.192744,-0.081025,0.006595457,-0.007185158,0.001799949,0.213017,-0.4995501,0.06958085,7.764446
L,-0.6053839,1.192614,-0.08101659,0.000113272,-0.004766137,0.0003074137,-0.2368975,0.08840539,-0.0545461,7.791809
L,-0.6050007,1.192322,-0.08081606,0.02594614,-0.01977041,0.01358005,1.749401,-1.016089,0.8988223,7.806576
L,-0.6046884,1.192089,-0.08065452,0.01166144,-0.008674868,0.006031292,-0.5333495,0.4142756,-0.2818488,7.833359
L,-0.6044206,1.191666,-0.08048693,0.01844538,-0.0291809,0.01154325,0.467254,-1.412384,0.3796441,7.847878
L,-0.6042724,1.191428,-0.08039436,0.005405476,-0.008680073,0.003377063,-0.4756934,0.7478665,-0.2979009,7.87529
L,-0.6047472,1.191545,-0.07986739,-0.03129715,0.007739816,0.03473488,-2.419254,1.082317,2.066951,7.890461
L,-0.6052116,1.191669,-0.07936605,-0.0177197,0.004735262,0.01913011,0.5180852,-0.1146471,-0.5954438,7.916668
L,-0.606129,1.192029,-0.07819736,-0.06728718,0.02637101,0.08572055,-3.635651,1.586928,4.884243,7.930302
L,-0.6066152,1.192294,-0.07744614,-0.01708009,0.009316796,0.02638721,1.763565,-0.5990434,-2.084132,7.958771
L,-0.6078063,1.192768,-0.07418794,-0.08579795,0.03415258,0.2347121,-4.950253,1.789105,15.00717,7.972652
L,-0.6084237,1.193023,-0.07247083,-0.02209081,0.009131466,0.06143454,2.279302,-0.8952007,-6.19949,8.000603
L,-0.6078095,1.192645,-0.0719058,0.04188345,-0.02578694,0.03853256,4.362765,-2.381283,-1.561815,8.015266
L,-0.6073154,1.192612,-0.0714328,0.01840939,-0.001247868,0.01762031,-0.8744614,0.9141353,-0.7790279,8.04211
L,-0.6061102,1.191918,-0.07063936,0.08255079,-0.04749967,0.05434965,4.393594,-3.168182,2.515907,8.056709
L,-0.6053913,1.191508,-0.0701305,0.02724098,-0.01554821,0.01928224,-2.095856,1.210738,-1.32881,8.083099
L,-0.6053051,1.191393,-0.06968857,0.006068002,-0.008093465,0.03109222,-1.489632,0.5244809,0.8308952,8.097313
L,-0.6052717,1.191343,-0.06947514,0.00120673,-0.001801476,0.007716069,-0.1757486,0.2274731,-0.8451135,8.124973
L,-0.6052958,1.191277,-0.06937798,-0.00171401,-0.0046638,0.006898361,-0.2073821,-0.2032343,-0.05805994,8.139057
L,-0.6053436,1.191174,-0.06931528,-0.001707219,-0.003691515,0.002241924,0.0002428252,0.03476723,-0.1665062,8.167023
L,-0.6054447,1.190969,-0.06919247,-0.007150567,-0.01449508,0.008687348,-0.3850353,-0.7641901,0.4559172,8.18116
L,-0.6055084,1.190846,-0.06911609,-0.002312094,-0.004477251,0.00276911,0.1754082,0.3631742,-0.2145527,8.208744
L,-0.6057709,1.190631,-0.06893435,-0.01816659,-0.01484519,0.01258004,-1.097481,-0.7176905,0.6791331,8.22319
L,-0.6058329,1.19057,-0.06889011,-0.002315474,-0.002270946,0.001652559,0.5920882,0.469687,-0.4081754,8.249962
L,-0.6059019,1.190315,-0.0686018,-0.00495041,-0.01831395,0.02067801,-0.1889829,-1.150637,1.364544,8.263905
L,-0.6059422,1.189887,-0.06807055,-0.001442931,-0.0152989,0.01899681,0.1254215,0.1078131,-0.06011674,8.29187
L,-0.6062186,1.189577,-0.0678787,-0.01981332,-0.02222374,0.01375575,-1.317201,-0.4965277,-0.3757969,8.305817
L,-0.6063547,1.189429,-0.06779053,-0.004886021,-0.005322426,0.003164469,0.5357478,0.6065962,-0.380126,8.333679
L,-0.6064669,1.189302,-0.06794343,-0.007763002,-0.008777719,-0.01058132,-0.199098,-0.2391194,-0.9512607,8.348129
L,-0.6065462,1.189143,-0.06800885,-0.002933962,-0.005885571,-0.00242107,0.1787242,0.1070393,0.3020132,8.375149
L,-0.6067605,1.188948,-0.06775259,-0.01633358,-0.01484375,0.01952784,-1.021113,-0.6826549,1.672609,8.388271
L,-0.6068882,1.188836,-0.06758916,-0.004457451,-0.00392705,0.005703114,0.4144376,0.3809568,-0.4824374,8.416927
L,-0.6070272,1.188574,-0.06741367,-0.01015102,-0.01915238,0.01282215,-0.4159799,-1.112383,0.5201258,8.430614
L,-0.6071057,1.18842,-0.06730754,-0.002795785,-0.00547278,0.003776855,0.261761,0.4868349,-0.3219072,8.458714
L,-0.6071544,1.188445,-0.06722369,-0.00350371,0.001829143,0.00604025,-0.05099706,0.5260113,0.163049,8.472595
L,-0.6071775,1.188471,-0.06717598,-0.0008292299,0.0009061688,0.001710821,0.09589644,-0.03309425,-0.1552365,8.500484
L,-0.6073992,1.188204,-0.06720956,-0.01558728,-0.01877682,-0.002361248,-1.03775,-1.384061,-0.2863382,8.514706
L,-0.6076483,1.188013,-0.06702892,-0.008583788,-0.006556461,0.006224736,0.2413465,0.4211246,0.2958806,8.543724
L,-0.6079895,1.18793,-0.06642309,-0.02466992,-0.006015582,0.04379934,-1.162957,0.0391032,2.71648,8.557556
L,-0.6082274,1.187879,-0.06598824,-0.008828733,-0.001884289,0.01613478,0.5877809,0.15329,-1.026483,8.584507
L,-0.6084549,1.187836,-0.0655668,-0.01638049,-0.003133585,0.03035124,-0.5438596,-0.08997131,1.023835,8.598392
L,-0.6086653,1.187235,-0.065132,-0.007842492,-0.02240776,0.01620652,0.3182406,-0.7184144,-0.5272221,8.625221
L,-0.6082841,1.186477,-0.06338015,0.02549027,-0.05066167,0.1171521,2.229078,-1.889437,6.750583,8.640175
L,-0.6080436,1.18606,-0.06236058,0.009319122,-0.01614914,0.03949688,-0.6264476,1.336966,-3.008254,8.665989
L,-0.6080491,1.185975,-0.06172737,-0.0003661187,-0.005621693,0.04182192,-0.6396895,0.6953157,0.1535641,8.681129
L,-0.6079944,1.185881,-0.06080291,0.002075637,-0.003571816,0.03510674,0.0927266,0.07784483,-0.2550117,8.707462
L,-0.6075327,1.185382,-0.06046737,0.03300978,-0.03568994,0.02398717,2.211399,-2.296039,-0.7949083,8.721451
L,-0.6072391,1.185079,-0.06026809,0.01012541,-0.01046053,0.006873458,-0.7893422,0.8702288,-0.5902968,8.750443
L,-0.6070259,1.184959,-0.06013199,0.00773896,-0.004325858,0.004938778,-0.08659934,0.2226144,-0.07020552,8.778
L,-0.6068236,1.184906,-0.06020819,0.01377745,-0.003654496,-0.00519116,0.4113705,0.04573639,-0.6900995,8.792679
L,-0.6067042,1.184879,-0.06026314,0.004582541,-0.001019867,-0.002107906,-0.3527572,0.101076,0.1182872,8.818745
L,-0.6065378,1.184916,-0.06017519,0.01189563,0.002634002,0.006289052,0.5229357,0.2612765,0.6004397,8.832729
L,-0.6064385,1.184943,-0.06012442,0.003679457,0.001002084,0.001879873,-0.3042549,-0.06043191,-0.1632773,8.859734
L,-0.6064649,1.185344,-0.06027271,-0.001728326,0.02621294,-0.009684123,-0.3531684,1.646456,-0.7552148,8.875046
L,-0.6064857,1.185594,-0.06036801,-0.0008054837,0.009679653,-0.00369031,0.03573376,-0.6401924,0.232089,8.900871
L,-0.6063964,1.186002,-0.06023547,0.005912162,0.02701124,0.008775989,0.4448069,1.147606,0.8254522,8.915974
L,-0.606335,1.186158,-0.06010331,0.002336724,0.005933602,0.0050256,-0.1359559,-0.8014761,-0.1426083,8.942272
L,-0.6067209,1.187189,-0.06013714,-0.02517966,0.06727538,-0.002207109,-1.795235,4.002086,-0.4718794,8.9576
L,-0.6070311,1.187973,-0.06017599,-0.01164268,0.0294244,-0.001458412,0.5081096,-1.420734,0.02810231,8.984241
L,-0.6077582,1.191491,-0.05893505,-0.04766426,0.2306045,0.081347,-2.3613,13.18784,5.428092,8.999496
L,-0.6081587,1.193389,-0.05827799,-0.01507313,0.07143306,0.02472967,1.226643,-5.990789,-2.130925,9.026066
L,-0.6084169,1.195122,-0.05740964,-0.01749031,0.1173934,0.0588201,-0.1637335,3.113238,2.309199,9.040829
L,-0.6085561,1.195981,-0.05699101,-0.004975368,0.03070452,0.01496552,0.4473909,-3.099001,-1.567737,9.068802
L,-0.6066815,1.200446,-0.05376231,0.1262971,0.3007983,0.2175237,8.84407,18.19673,13.64673,9.083645
